ISSID,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,type,type_id,Violent_or_violent,violent,Rangecode,Reasonforprotest,Location 1
644,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town - Keizergracht,WC - Cape Town Central,"-33.931535,18.433679",Keizersgracht,Keizersgracht,11/23/2013 12:00:00 AM,11/23/2013 12:00:00 AM,1,Transport related,6,Peaceful,0,4,"Protest movement against tolling in general, and e-tolling in particular, embarked on another huge protests with hundreds of riders - nearly double the turnout for the previous Cape Town BAT ride - gathered on Keizergracht in the CBD on Saturday for the third such protest, escorted by the motorcycle patrolmen of the city’s Traffic Services.","9
(-33.931534, 18.433679)"
692,KwaZulu Natal - eThekwini,1,0,Durban,St Mary’s Hospital - Mariannhill,KZN - Durban Central,"-29.848824,30.824899",Abbot Francois road,Abbot francois road,11/26/2013 12:00:00 AM,11/26/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,"Staff at the cash-strapped St Mary’s Hospital in Mariannhill embarked on a strike after pay talks deadlocked, leading to the effective temporary closure of the historic institution.","6
(-29.848824, 30.824898)"
695,Gauteng - City of Johannesburg,1,0,Johannesburg,Northam Platinum Head office - Dunkeld West.,GP - Sandton,"-26.134153,28.034748",Hume Road,Northumberland Road,11/26/2013 12:00:00 AM,11/26/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,3,The Strike at Northam Platinum is still continuing .,"3
(-26.134153, 28.034748)"
691,Gauteng - City of Tshwane,1,0,Pretoria,Moroccan embassy - Pretoria,GP - Brooklyn,"-25.747603,28.219861",Schoeman St,Farenden street,11/27/2013 12:00:00 AM,11/27/2013 12:00:00 AM,1,Political causes,5,Peaceful,0,5,"The vigil, organized by the African National Congress, NEHAWU and South African movement of solidarity with the Saharawi people, to protest Morocco's occupation of Western Sahara was organized.","3
(-25.747603, 28.219861)"
694,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg CBD,GP - Johannesburg Central,"-26.202251,28.040584",Kerk street,Bree street,11/28/2013 12:00:00 AM,11/28/2013 12:00:00 AM,0,Political causes,5,Violent,1,5,Disgruntled hawkers in Johannesburg forced businesses in the CBD to close. The hawkers said they would not allow anyone to trade because the City of Johannesburg and the Johannesburg High Court were not taking them seriously.,"3
(-26.202251, 28.040583)"
690,Gauteng - City of Johannesburg,1,0,Johannesburg,Regional headquarters of the Post Office - Braamfontein (Rennesy),GP - Johannesburg Central,"-26.193279,28.036915",Biccard street,De Korte street,11/29/2013 12:00:00 AM,11/29/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,Members of the Communication Workers Union (CWU) down tools at the South African Post Office on over unmet wage demands. CWU declared a wage dispute in September after rejecting a wage increase offer of 6% from the Post Office. The union’s demands are as follows: Relocation Allowance; Housing Subsidy; Job Security; Medical Aid Post Retirement Benefit; Removal of Capping from Medical Aid; 10% Salary Increase; Salary Ranges; Implementation Period,"3
(-26.193279, 28.036915)"
698,Gauteng - City of Johannesburg,1,0,Johannesburg,Auckland Park,GP - Rosebank,"-26.18679,28.009663",Artillery Road,Henley Road,11/29/2013 12:00:00 AM,11/29/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,"Generations actors have downed tools again after accusing their boss Mfundi Vundla of being a “baas boy”. Actors stormed out of the studios in Auckland Park where the soapie is shot after their attempt to meet with the powers that be to iron out their differences failed. Vundla refused to accede to their demands to give them three-year contracts, with no clauses enabling him to fire them if he felt the need.","3
(-26.186789, 28.009663)"
696,Western Cape - City of Cape Town,1,0,Cape Town,Keizergracht - Cape Town,WC - Cape Town Central,"-33.931535,18.433679",Keizergracht,Keizergracht,11/30/2013 12:00:00 AM,11/30/2013 12:00:00 AM,0,Transport related,6,Peaceful,0,3,Bikers Against e-Tolls double the turnout for the previous Cape Town BAT ride - gathered on Keizergracht in the CBD on Saturday for the third such protest.,"9
(-33.931534, 18.433679)"
686,Gauteng - Mogale City,0,0,Krugersdorp,Kagiso,GP - Kagiso,"-26.162641,27.787249",Randfontein Road,Randfontein Road,12/02/2013 12:00:00 AM,12/02/2013 12:00:00 AM,0,Service delivery,9,Violent,1,3,Residents took the streets burning tyres as pleads for aid allegedly went unheard after a hailstorm hit the area,"3
(-26.162641, 27.787248)"
687,Gauteng - City of Tshwane,1,0,Pretoria,Soshanguve Block XX - Plastic View,GP - Soshanguve,"-25.525093,28.101942",Mabopane Hwy,Mabopane Hwy,12/03/2013 12:00:00 AM,12/03/2013 12:00:00 AM,0,Service delivery,9,Violent,1,3,Two homes were set alight on Tuesday when violence erupted in Soshanguve following the eviction of some families from RDP houses.,"3
(-25.525092, 28.101942)"
688,Gauteng - City of Johannesburg,1,0,Johannesburg,Sunninghill - Ward 93,GP - Rosebank,"-26.037042,28.061987",Rivonia Road,Witkoppen Road,12/03/2013 12:00:00 AM,12/03/2013 12:00:00 AM,0,Transport related,6,Peaceful,0,5,"To show their disapproval of the commencement of e-tolling on Johannesburg's highways, Ward 93 staged a silent protest at the Rivonia Road intersection","3
(-26.037042, 28.061986)"
689,Gauteng - City of Johannesburg,1,0,Johannesburg,Rivonia e-toll customer service centre,GP - Rosebank,"-26.039558,28.061194",Rivonia Road,N1 Western Bypass,12/03/2013 12:00:00 AM,12/03/2013 12:00:00 AM,0,Transport related,6,Peaceful,0,5,"Wheelchair-bound Gauteng residents, mostly members of the QuadPara Association of South Africa (Qasa), gathered at the centre to protest against the fact that the disabled were not exempt from the tolls.","3
(-26.039558, 28.061194)"
712,Western Cape - City of Cape Town,1,0,Cape Town,"Sanlam’s head office - Bellville, Cape Town",WC - Bellville,"-33.903605,18.640939",2 strand road,2 strand road,12/03/2013 12:00:00 AM,12/03/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,"A group of about 40 Economic Freedom Fighters (EFF) supporters are taking part in a protest outside Sanlam’s head office in Bellville, Cape Town. The party’s provincial convener Nazier Petersen told News24 that the October incident regarded an employee who was contracted by a labour broker to Sanlam for a period of six months and the broker terminated the contract.","9
(-33.903604, 18.640938)"
849,Northern Cape - Sol Plaatjie,0,0,Kimberley,Galeshewe,NC - Galeshewe,"-28.728303,24.751766",Popham Close,Tyson St,12/04/2013 12:00:00 AM,12/04/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,Women Against Crime and Community Police Forum (CPF) members in Galeshewe marched to the Galeshewe police station to hand him a memorandum requesting intervention by the police during the 16 Days of Activism of No Violence against Women and Children this festive season.,"4
(-28.728303, 24.751766)"
683,Gauteng - City of Johannesburg,1,0,Johannesburg,Gauteng provincial legislature - Johannesburg,GP - Johannesburg Central,"-26.20427,28.041223",President street,Loveday street,12/05/2013 12:00:00 AM,12/05/2013 12:00:00 AM,0,Transport related,6,Peaceful,0,5,Scores of Democratic Alliance supporters gathered outside the Gauteng provincial legislature to protests against the e-tolling of Gauteng highways,"3
(-26.20427, 28.041222)"
684,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg,GP - Johannesburg Central,"-26.193279,28.036915",Biccard street,De Korte street,12/05/2013 12:00:00 AM,12/05/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,"CWU workers in the Post Office are on a go-slow, demanding a relocation allowance, 10 percent salary increase, housing subsidy, medical aid post retirement benefits, and the removal of capping of medical aid.","3
(-26.193279, 28.036915)"
685,Gauteng - Ekurhuleni,1,0,Johannesburg,Germiston / Johannesburg,GP - Germiston,"-26.218172,28.164502",Cross street,Rose street,12/05/2013 12:00:00 AM,12/05/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,Traffic officers in Ekurhuleni and Johannesburg who are members of the SA Municipal Workers' Union (Samwu) were also on an unofficial go-slow. officers had been complaining they were forced to desert their official duties due to the massive traffic on alternatives routes to the e-tolled highways.,"3
(-26.218171, 28.164501)"
718,Western Cape - Knysna,0,0,Knysna,Knysna Magistrates Court,WC - Knysna,"-34.036073,23.049799",11 Main Road,11 Main Road,12/05/2013 12:00:00 AM,12/05/2013 12:00:00 AM,1,Crime related,1,Peaceful,0,5,"Animal rights activists gathered outside the Knysna Magistrates Court on Thursday, where six men are appearing in connection with a long-running dog fighting case.","9
(-34.036073, 23.049799)"
697,KwaZulu Natal - eThekwini,1,0,Durban,Lindelani,KZN - Ntuzuma,"-29.959889,30.902861",Veni Yeni Road,Veni Yeni Raod,12/07/2013 12:00:00 AM,12/07/2013 12:00:00 AM,0,Xenophobia,8,Violent,1,3,"Mob looted the Somali-owned Bafana General Dealer store. A teen’s body was found sprawled on the road opposite the shop. Earlier, three teenagers were caught by the owners for shoplifting. They escaped from the shop and returned with a mob to loot it.","6
(-29.959889, 30.902861)"
703,Mpumalanga - Mbombela,0,0,Nelspruit,Mbombela Stadium,MP - Nelspruit,"-25.461715,30.929748",Matsafeni Road,Esmart Street,12/10/2013 12:00:00 AM,12/10/2013 12:00:00 AM,0,Individual causes,11,Violent,1,5,Mourners fought for food and hurled insults outside the Mbombela Stadium on Tuesday where thousands gathered to watch a live broadcast of late President Nelson Mandela's memorial service.,"7
(-25.461715, 30.929748)"
700,Western Cape - City of Cape Town,1,0,Cape Town,Mitchells Plain Magistrate Court,WC - Mitchells Plain,"-34.047873,18.623279",1st Avenue,1st Avenue,12/13/2013 12:00:00 AM,12/13/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,"Protest outside the Mitchells Plain Magistrate Court where the two men accused of killing six-year-old Hope van der Merwe Outside court, protesters held placards that read: “No bail for child killers”","9
(-34.047873, 18.623279)"
734,Gauteng - Ekurhuleni,1,0,Johannesburg,Windmill Park,GP - Boksburg,"-26.289144,28.267275",East central road,East central road,12/13/2013 12:00:00 AM,12/13/2013 12:00:00 AM,0,Transport related,6,Violent,1,5,Taxi owner Robert Nokeri (57) said there was tension between the Reiger Park District Taxi Association and the Boksburg Taxi Association.,"3
(-26.289144, 28.267275)"
699,Western Cape - City of Cape Town,1,0,Cape Town,Cape Times offices - Cape Town,WC - Cape Town Central,"-33.923474,18.419912",St Georges Mall St,Church street,12/14/2013 12:00:00 AM,12/14/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,"The Right2Know (R2K) campaign has expressed concern about editorial independence at Independent Newspapers following the sacking of Cape Times editor Alide Dasnois. Members picket outside the Cape Times offices in solidarity with Dasnois. Activists, journalists and concerned citizens picketed outside the Cape Times’ offices on Tuesday in a call for editorial independence and the reinstatement of Alide Dasnois as the paper’s editor.","9
(-33.923473, 18.419912)"
732,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,KwaDwesi,EC - Kwadwesi,"-33.84554,25.51495",Qumza Road,Uitenhage Rd,12/15/2013 12:00:00 AM,12/15/2013 12:00:00 AM,0,Vigilantism,7,Violent,1,3,"Angry residents found two men who were taking turns to rape a woman. One of the men escaped, but the other one was stripped naked and killed.","1
(-33.84554, 25.514949)"
731,Gauteng - City of Johannesburg,1,0,Johannesburg,Diepsloot - extension 7,GP - Cosmo City,"-25.940757,28.018091",R511,R511,12/16/2013 12:00:00 AM,12/16/2013 12:00:00 AM,0,Vigilantism,7,Violent,1,3,"Raging residents stoned an allegid thug to death, other armed robbery suspects hid from an angry crowd in tall reeds. The men allegedly robbed a paraffin shop in extension 7.","3
(-25.940757, 28.01809)"
733,KwaZulu Natal - eThekwini,1,0,Durban,King Zwelithini Stadium - Umlazi,KZN - Umlazi,"-29.970708,30.900055",Mangosuthu Hyw,Ephraim Mdala Maphumulo st,12/16/2013 12:00:00 AM,12/16/2013 12:00:00 AM,0,Individual causes,11,Peaceful,0,5,"Following their 3-0 hammering by AmaZulu, Harrison found himself having to leave the King Zwelithini Stadium under heavy police guard. Staunch Arrows fans waited for him near the team bus chanting songs of disapproval of his work and asked him to immediately resign and go away with his son Ryan.","6
(-29.970707, 30.900054)"
701,Gauteng - Mogale City,0,0,Krugersdorp,Munsieville - Polokego Shelter for abused women and children,GP - Krugersdorp,"-26.073745,27.753328",Corane St,Ngidi Ave,12/18/2013 12:00:00 AM,12/18/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,"Polokego Shelter for abused women and children takes a stand against exploitation by marching through the streets of Munsieville, to make residents aware of the various types of abuse and how it affects local communities. The march served as part of the nationwide 16 Days of Activism Against Abuse Against Women and Children.","3
(-26.073744, 27.753328)"
702,Free State - Mangaung,0,0,Bloemfontein,Thaba Nchu,FS - Thabanchu,"-29.19272,26.821649",Stands st,Stand st,12/18/2013 12:00:00 AM,12/18/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,"Thaba Nchu Rape Angry residents of Thaba Nchu, east of Bloemfontein, are holding demonstrations outside the Magistrate's Court where three teenagers will be appearing for the alleged raped and attempted murder of a three-year-old girl. Residents are opposed to the suspects being granted bail. They are carrying banners that read ""No bail for blood-suckers"".","2
(-29.19272, 26.821649)"
722,Mpumalanga - Emalahleni,0,0,Witbank,Schoongezicht,MP - Vosman,"-25.885206,29.183397",Wilson Street,Goodman Ave,12/18/2013 12:00:00 AM,12/18/2013 12:00:00 AM,0,Vigilantism,7,Violent,1,5,"A man who has been terrorizing women in the Schoongezicht area, has met his fate. He was found by a community mob. Community members in Schoongezicht, were infuriated when they heard that a man, aged between 24 and 26, had just raped a 6-year-old girl from around the community.","7
(-25.885206, 29.183396)"
751,KwaZulu Natal - Ezingoleni,0,1,Pietermaritzburg,KwaNyuswa,KZN - Durban Central,"-30.676121,30.109957",N2,N2,12/23/2013 12:00:00 AM,12/23/2013 12:00:00 AM,0,Election related,3,Violent,1,5,"A row has erupted between the DA and the ANC at KwaNyuswa near Botha’s Hill over what colour a two-roomed house, built for two orphaned children, should be painted.","6
(-30.67612, 30.109957)"
746,Western Cape - City of Cape Town,1,0,Cape Town,Valhalla Park - Agstelaan informal settlemen,WC - Bishop Lavis,"-33.952402,18.569221",Angela St,Valhalla Dr,12/26/2013 12:00:00 AM,12/27/2013 12:00:00 AM,1,Service delivery,9,Violent,1,3,"Around 1,400 people were left homeless when a fire broke out. The protestors are demanding proper houses be built for them.","9
(-33.952401, 18.56922)"
711,Mpumalanga - Nkangala,0,0,Pretoria,"Nkangala, Bronkhorstspruit",MP - Kwamhlanga,"-25.943227,29.602441",N11,N11,12/27/2013 12:00:00 AM,12/29/2013 12:00:00 AM,0,Crime related,1,Violent,1,3,The unrest started when people found out that a resident had died police custody after being arrested on Christmas Day. Community members gathered to march to Ekangala police station on Saturday to demand the release of other residents arrested following a protest on Friday,"7
(-25.943227, 29.60244)"
